SR. NO.,Entity PId's,Name,Role,Rarity,Jersey no,Moment Type,Licensor,Player's Team,Moment Inning,Moment Ball/Over,Team A,Team A Score,Overs A,Team B,Team B Score,Overs B,Date,Match Number,Match Stage,Tournament,Badges,Moment Description,Moment Commentary,Opposite player name,slugname,Photos,Pack Name,ESPN Link,Photos Checked,Photos Comments,Player Level,NFT Quality,NFT Class,Verified By
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
